StartTime,StartEpoch,BW,EndTime,EndEpoch,CPULoad1m,CPULoad5m,CPULoad5m,NetDevRX,NetDevTX,IRQens2-0,IRQens2-1,IRQens2-2,IRQens2-3,IRQens2-4,IRQens2-5,IRQens2-6,IRQens2-7,user,nice,system,idle,iowait,irq,softirq,steal,guest,guest_nice,MemTotal,MemFree,MemAvailable,Buffers,Cached
2018-05-11_15-16-54.018843419,1526044614.020700012,21376704804,2018-05-11_15-17-24.050998911,1526044644.052920383,0.45,0.37,0.33,3652016762,4505421437444,9036661,9986730,13206748,8117867,7030459,7057552,6634055,7031413,1819,0,67872,1790604,2441,0,15584,0,0,0,32804244,31613048,31496080,2116,158148
2018-05-11_15-17-24.097491616,1526044644.099363509,16369779805,2018-05-11_15-17-54.129150223,1526044674.131054147,0.47,0.38,0.33,3680241344,4567023716738,9036663,9986730,13244095,8203209,7030459,7057552,7272262,7031413,1833,0,68737,1812806,2441,0,15643,0,0,0,32804244,31601520,31484812,2116,158156
2018-05-11_15-17-54.175661127,1526044674.177523982,21337201532,2018-05-11_15-18-24.207162831,1526044704.209091322,0.49,0.39,0.34,3765447622,4647238817796,9036665,10002618,13494909,8203209,7030459,7057552,7272262,8227793,1851,0,69948,1834007,2441,0,15908,0,0,0,32804244,31600900,31483920,2116,158156
2018-05-11_15-18-24.253698271,1526044704.255576058,16478021364,2018-05-11_15-18-54.294929884,1526044734.296830097,0.43,0.39,0.34,3795877324,4709862476844,9036667,10002618,14282396,8203222,7030459,7057552,7272262,8227793,1869,0,70732,1856480,2441,0,16052,0,0,0,32804244,31601360,31484212,2116,158160
2018-05-11_15-18-54.341404547,1526044734.343262064,16483581203,2018-05-11_15-19-24.382530501,1526044764.384444806,0.32,0.37,0.33,3821624018,4771862257864,9036669,10675220,14282424,8203222,7030459,7057552,7272262,8227793,1885,0,71513,1878982,2441,0,16167,0,0,0,32804244,31601044,31484340,2116,158164
2018-05-11_15-19-24.428914053,1526044764.430803398,21377304696,2018-05-11_15-19-54.461666535,1526044794.463560395,0.33,0.36,0.33,3910297688,4852204565308,9036671,10724010,14425408,8278641,8265290,7057552,7272262,8227793,1904,0,72730,1900148,2441,0,16426,0,0,0,32804244,31600632,31483372,2116,158164
2018-05-11_15-19-54.508308765,1526044794.510164567,16529373336,2018-05-11_15-20-24.540772127,1526044824.542677239,0.27,0.35,0.32,3936045982,4915023207340,9036673,10724010,14451923,8377792,8790849,7057552,7272262,8227793,1920,0,73626,1922341,2441,0,16485,0,0,0,32804244,31599844,31482868,2116,158172
2018-05-11_15-20-24.587624872,1526044824.589513053,21321123824,2018-05-11_15-20-54.620410800,1526044854.622322579,0.37,0.36,0.33,4020832100,4995228254080,9036675,12187144,14452127,8377800,8790849,7057552,7272262,8227793,1942,0,74908,1944030,2441,0,17049,0,0,0,32804244,31612856,31495880,2116,158168
2018-05-11_15-20-54.667120880,1526044854.668991364,21344825330,2018-05-11_15-21-24.700125615,1526044884.702050024,0.43,0.37,0.33,4106159210,5075535154606,9036677,12187169,15919594,8377811,8790849,7057552,7272262,8227793,1962,0,76162,1965739,2441,0,17600,0,0,0,32804244,31613160,31496136,2116,158168
2018-05-11_15-21-24.746747046,1526044884.748637289,16209874111,2018-05-11_15-21-54.778886886,1526044914.780814074,0.31,0.35,0.32,4135149040,5137136808388,9066502,12187169,16006349,8377811,8790849,7057552,7272262,8858318,1977,0,77029,1987964,2441,0,17668,0,0,0,32804244,31612436,31495744,2116,158168
2018-05-11_15-21-54.825637757,1526044914.827516696,16268333539,2018-05-11_15-22-24.867110070,1526044944.869020312,0.43,0.38,0.33,4163737334,5198346058280,9066504,12187169,16125675,8377811,8790849,7057552,7904307,8858318,1992,0,77915,2010173,2441,0,17738,0,0,0,32804244,31613012,31496296,2116,158168
2018-05-11_15-22-24.913695539,1526044944.915567183,21384344470,2018-05-11_15-22-54.946092491,1526044974.947982381,0.49,0.40,0.34,4248633084,5278720632798,9066506,12187189,16125692,9847184,8790849,7057552,7904307,8858318,2012,0,79218,2031878,2441,0,18272,0,0,0,32804244,31613408,31496136,2116,158168
2018-05-11_15-22-54.992623197,1526044974.994490745,21468104013,2018-05-11_15-23-25.024440689,1526045005.026332769,0.42,0.39,0.34,4335395394,5360155938268,10541798,12190180,16130582,9847184,8790849,7057552,7904307,8858318,2029,0,80513,2053580,2441,0,18795,0,0,0,32804244,31613504,31496504,2116,158168
2018-05-11_15-23-25.071144719,1526045005.073025374,16436425065,2018-05-11_15-23-55.103004275,1526045035.104904264,0.45,0.40,0.34,4360859848,5421999828558,10541800,12190180,16165473,9935340,8790849,7594760,7904307,8858318,2044,0,81362,2075793,2441,0,18846,0,0,0,32804244,31613360,31496408,2116,158168
2018-05-11_15-23-55.149593494,1526045035.151463620,21249066271,2018-05-11_15-24-25.181021172,1526045065.182946400,0.49,0.41,0.35,4449081550,5501897316578,10541802,12235844,16385853,9935340,8790849,8821735,7904307,8858318,2062,0,82633,2096949,2441,0,19128,0,0,0,32804244,31612680,31495680,2116,158168
2018-05-11_15-24-25.227633245,1526045065.229517780,16368295022,2018-05-11_15-24-55.268405266,1526045095.270300667,0.36,0.39,0.34,4478410068,5564059807776,11285085,12235963,16385854,9935340,8790849,8821735,7904307,8858318,2076,0,83432,2119446,2441,0,19257,0,0,0,32804244,31613076,31496100,2116,158168
2018-05-11_15-24-55.314929566,1526045095.316799905,16586094685,2018-05-11_15-25-25.355864552,1526045125.357764319,0.40,0.40,0.34,4503630234,5626479805860,11285087,12235963,16385855,10577021,8790849,8821735,7904307,8858318,2093,0,84199,2141984,2441,0,19377,0,0,0,32804244,31613972,31497280,2116,158168
2018-05-11_15-25-25.402352758,1526045125.404230203,21304213903,2018-05-11_15-25-55.434044627,1526045155.435964416,0.36,0.39,0.34,4592363616,5706564712802,11357505,12264806,16465173,10662464,8790849,8821735,9132980,8858318,2114,0,85403,2163106,2441,0,19665,0,0,0,32804244,31599248,31482536,2116,158176
2018-05-11_15-25-55.480831837,1526045155.482723242,16137095753,2018-05-11_15-26-25.522581304,1526045185.524508058,0.33,0.38,0.34,4622154918,5767863995276,11357507,12264806,16593026,10662464,8790849,9462964,9132980,8858318,2129,0,86296,2185306,2441,0,19732,0,0,0,32804244,31600880,31483916,2116,158176
2018-05-11_15-26-25.569439208,1526045185.571316050,21372346435,2018-05-11_15-26-55.602287883,1526045215.604174365,0.48,0.41,0.35,4707607340,5848279658512,12832887,12265654,16593067,10662464,8790849,9462964,9132980,8858318,2152,0,87677,2206997,2441,0,20276,0,0,0,32804244,31600376,31483144,2116,158180
2018-05-11_15-26-55.648906738,1526045215.650784596,21454891809,2018-05-11_15-27-25.680981889,1526045245.682924865,0.41,0.40,0.35,4796006898,5928994549194,12832909,12265654,16593087,12170544,8790849,9462964,9132980,8858318,2173,0,88931,2228695,2441,0,20788,0,0,0,32804244,31601256,31483992,2116,158184
2018-05-11_15-27-25.727551022,1526045245.729426528,16274162952,2018-05-11_15-27-55.759526437,1526045275.761453150,0.32,0.38,0.35,4825791032,5990803304656,12832911,12265654,16713123,12170544,8790849,9462964,9774281,8858318,2189,0,89820,2250898,2441,0,20864,0,0,0,32804244,31601556,31484328,2116,158188
2018-05-11_15-27-55.806162119,1526045275.808038757,21285540317,2018-05-11_15-28-25.838090559,1526045305.840010311,0.34,0.38,0.34,4911781822,6070929468146,12832913,12325502,16919402,12170544,8790849,9462964,10979344,8858318,2209,0,91070,2272075,2441,0,21141,0,0,0,32804244,31601800,31484596,2116,158192
